SR,PARISH_x,CODE,TOWNLAND,1841_MALE,1841_FEMALE,1841_INHABITED,1841_UNINHABITED,1851_MALE,1851_FEMALE,1851_INHABITED,1851_UNINHABITED,1861_MALE,1861_FEMALE,1861_INHABITED,1861_UNINHABITED,1871_MALE,1871_FEMALE,1871_INHABITED,1871_UNINHABITED,1881_MALE,1881_FEMALE,1881_INHABITED,1881_UNINHABITED,1891_MALE,1891_FEMALE,1891_INHABITED,1891_UNINHABITED,COUNTY,COUNTY_ID,BARONY,BARONY_ID,PARISH_y,PARISH_ID,OS_ID,MODERN_NAME,TOWNLAND_ID,OS_HECTARES,CENTRE_LAT,CENTRE_LNG,MATCH_CODE,VRTI,Google_Drive_Link,Histogram_of_Male_and_Female,Male_to_Female_Ratio,Population_changes
342,PALMERSTOWN,260305,COTTRELSTOWN,12,9,4,0,10,8,4,1,16,9,5,0,19,13,4,0,17,13,4,0,9,11,3,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,PALMERSTOWN,C_10_B_01_P_17,260305,COTTRELSTOWN,C_10_B_01_P_17_260305,93.658,53.53914,-6.33514,260305,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_17_260305_COTTRELSTOWN,https://drive.google.com/uc?id=1J7moDB6FSw1ODNcB42YItAn5Bc4yApSm,,,
343,PALMERSTOWN,260376,FOLLY,8,3,2,0,11,8,2,0,5,12,2,0,5,10,2,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,PALMERSTOWN,C_10_B_01_P_17,260376,FOLLY,C_10_B_01_P_17_260376,92.394,53.52493,-6.35986,260376,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_17_260376_FOLLY,https://drive.google.com/uc?id=17qgdpf9fHGY-8KRPdOlNQgzqhSsz-VYA,,,
344,PALMERSTOWN,260935,WOLGANSTOWN,12,6,2,0,7,5,2,0,4,8,2,0,7,8,2,1,4,4,2,0,4,2,2,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,PALMERSTOWN,C_10_B_01_P_17,260935,WOLGANSTOWN,C_10_B_01_P_17_260935,96.968,53.51511,-6.34067,260935,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_17_260935_WOLGANSTOWN,https://drive.google.com/uc?id=1pAigHPHUgTGi3oUKTNFjxhF6gkfgM2Ne,,,
345,PALMERSTOWN,260505,JORDANSTOWN_(ED_NEWCASTLE),18,19,4,0,9,14,3,0,6,7,2,0,31,31,17,1,2,6,1,0,4,4,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,PALMERSTOWN,C_10_B_01_P_17,260505,JORDANSTOWN_(ED_NEWCASTLE),C_10_B_01_P_17_260505,29.948,53.29924,-6.46617,260505,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_17_260505_JORDANSTOWN_(ED_NEWCASTLE),https://drive.google.com/uc?id=1c7ipC5c25SuvvzWJQiruozI7FWVJijAL,,,
346,PALMERSTOWN,260716,PALMERSTOWN,92,87,33,0,75,63,30,0,57,50,22,0,10,9,2,1,22,26,12,0,25,28,14,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,PALMERSTOWN,C_10_B_01_P_17,260716,PALMERSTOWN,C_10_B_01_P_17_260716,225.917,53.51212,-6.3567,260716,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_17_260716_PALMERSTOWN,https://drive.google.com/uc?id=1Kn1dVIlzyTAz0OGdSe_1Ii0P5wAslrZH,,,
347,PALMERSTOWN,260924,WHITESTOWN,11,8,2,0,7,11,2,0,4,9,2,0,9,9,3,0,7,5,2,0,3,3,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,PALMERSTOWN,C_10_B_01_P_17,260924,WHITESTOWN,C_10_B_01_P_17_260924,92.919,53.50465,-6.34156,260924,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_17_260924_WHITESTOWN,https://drive.google.com/uc?id=1o1NZhMuR1Q5YaxGjm7jWoOOJYxt2oyEs,,,
349,WESTPALSTOWN,260122,BARNANSTOWN,0,0,0,0,0,0,0,0,8,5,1,0,5,4,1,0,3,4,1,0,3,4,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,WESTPALSTOWN,C_10_B_01_P_21,260122,BARNANSTOWN,C_10_B_01_P_21_260122,74.625,53.51574,-6.29795,260122,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_21_260122_BARNANSTOWN,https://drive.google.com/uc?id=1_07oid5kxujoxnH270Fd-N_Rp_FRHiJ3,,,
350,WESTPALSTOWN,260196,CALLIAGHSTOWN,0,0,0,0,5,3,1,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,WESTPALSTOWN,C_10_B_01_P_21,260196,CALLIAGHSTOWN,C_10_B_01_P_21_260196,52.143,53.53527,-6.28169,260196,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_21_260196_CALLIAGHSTOWN,https://drive.google.com/uc?id=1tTTMSPICC69KQA-4vziXhN62jIoVVatL,,,
351,WESTPALSTOWN,260584,LEASTOWN,16,22,6,0,13,13,4,0,17,9,4,0,12,9,4,0,12,8,4,0,10,13,4,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,WESTPALSTOWN,C_10_B_01_P_21,260584,LEASTOWN,C_10_B_01_P_21_260584,109.523,53.53716,-6.30662,260584,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_21_260584_LEASTOWN,https://drive.google.com/uc?id=1ao_aCD51wsVHUCobrkkddjTTZhmwYwAh,,,
352,WESTPALSTOWN,260663,MURRAGH,16,14,5,1,22,12,4,0,10,10,3,1,5,3,3,0,11,9,4,0,3,10,3,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,WESTPALSTOWN,C_10_B_01_P_21,260663,MURRAGH,C_10_B_01_P_21_260663,133.206,53.52526,-6.28624,260663,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_21_260663_MURRAGH,https://drive.google.com/uc?id=1sdFhAoRlC6aefPwcyehVOgkvelJkhA71,,,
353,WESTPALSTOWN,260687,NEWTOWN_(ED_BALLYBOGHIL),14,20,6,0,17,17,5,0,8,5,3,0,12,9,4,0,10,8,4,0,9,4,4,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,WESTPALSTOWN,C_10_B_01_P_21,260687,NEWTOWN_(ED_BALLYBOGHIL),C_10_B_01_P_21_260687,126.522,53.5373,-6.29432,260687,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_21_260687_NEWTOWN_(ED_BALLYBOGHIL),https://drive.google.com/uc?id=1hKk8-MaV_Q7swqCLXjYiFKu9pZy7Tcuw,,,
354,WESTPALSTOWN,260918,WESTPALSTOWN,33,34,8,0,31,34,7,1,27,25,8,0,19,21,7,0,13,11,5,0,15,12,5,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,WESTPALSTOWN,C_10_B_01_P_21,260918,WESTPALSTOWN,C_10_B_01_P_21_260918,151.159,53.52488,-6.29984,260918,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_21_260918_WESTPALSTOWN,https://drive.google.com/uc?id=1HNZ0P8FzvAHWfgu5O7C0z1SSfTf3aGFp,,,
356,CASTLEKNOCK,260002,ABBOTSTOWN,10,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260002,ABBOTSTOWN,C_10_B_02_P_01_260002,40.966,53.38819,-6.36507,260002,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260002_ABBOTSTOWN,https://drive.google.com/uc?id=1y-QM2gm8ybIUQMs4dDPWHJMk4952x0Nx,,,
357,CASTLEKNOCK,260010,ANNFIELD,4,5,1,0,5,5,1,0,2,4,1,0,4,6,1,0,3,4,1,0,3,1,1,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260010,ANNFIELD,C_10_B_02_P_01_260010,7.778,53.37417,-6.40615,260010,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260010_ANNFIELD,https://drive.google.com/uc?id=1P95MORZfagOGyDm1s04dmbEmGjtZPt9z,,,
359,CASTLEKNOCK,260017,ASTAGOB,138,154,49,5,107,121,44,6,104,112,46,2,72,75,36,7,84,80,35,0,97,97,36,3,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260017,ASTAGOB,C_10_B_02_P_01_260017,36.541,53.36288,-6.39399,260017,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260017_ASTAGOB,https://drive.google.com/uc?id=1cEltGaGjtnG3DUxYv4gM-GTSE3uEpBjU,,,
360,CASTLEKNOCK,260151,BLANCHARDSTOWN,208,194,76,5,145,161,55,3,109,107,46,4,113,112,48,2,104,113,39,0,99,94,34,2,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260151,BLANCHARDSTOWN,C_10_B_02_P_01_260151,183.336,53.38354,-6.37674,260151,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260151_BLANCHARDSTOWN,https://drive.google.com/uc?id=1u0-qki_Zh8zyBjvgr9Srz1188GKMkAu8,,,
362,CASTLEKNOCK,260200,CAPPOGE,123,90,33,0,91,80,28,1,70,53,21,3,62,57,25,0,39,41,19,2,37,29,13,2,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260200,CAPPOGE,C_10_B_02_P_01_260200,276.135,53.39834,-6.33223,260200,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260200_CAPPOGE,https://drive.google.com/uc?id=1XhzShk5PJTfDN0GjNvWHGHXVpR1GqEo5,,,
363,CASTLEKNOCK,260204,CARPENTERSTOWN,70,71,21,2,21,35,13,1,37,31,13,0,17,21,8,1,40,35,14,0,39,37,16,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260204,CARPENTERSTOWN,C_10_B_02_P_01_260204,67.721,53.37543,-6.38385,260204,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260204_CARPENTERSTOWN,https://drive.google.com/uc?id=1h6AvfP6jrl7nEQ1FpH1oTWjS1bZjpVCb,,,
364,CASTLEKNOCK,260214,CASTLEKNOCK,397,334,118,11,411,372,132,19,474,396,143,3,422,455,134,5,391,302,108,0,494,431,123,11,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260214,CASTLEKNOCK,C_10_B_02_P_01_260214,414.777,53.37039,-6.3614,260214,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260214_CASTLEKNOCK,https://drive.google.com/uc?id=1GPMm80XIAWIVbYCpOi9COaIWi9QP0vy9,,,
366,CASTLEKNOCK,260288,CORDUFF,83,93,30,0,74,73,25,0,74,72,28,0,56,55,20,0,54,56,21,0,72,68,25,3,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260288,CORDUFF,C_10_B_02_P_01_260288,142.903,53.3979,-6.37784,260288,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260288_CORDUFF,https://drive.google.com/uc?id=1uDK6lWapemZn06uOI4KA7NwSo23k4JKc,,,
367,CASTLEKNOCK,260331,DEANESTOWN,9,13,5,0,14,12,4,0,9,8,3,1,5,6,3,0,6,5,3,0,5,5,2,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260331,DEANESTOWN,C_10_B_02_P_01_260331,70.882,53.39509,-6.36873,260331,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260331_DEANESTOWN,https://drive.google.com/uc?id=18DwpCQUFZq1grwjw4JZwfDUi68wmnFd0,,,
368,CASTLEKNOCK,260339,DISWELLSTONE,61,57,16,0,44,40,11,0,47,57,12,0,46,54,15,0,43,56,13,0,43,51,17,1,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260339,DISWELLSTONE,C_10_B_02_P_01_260339,170.258,53.36851,-6.38892,260339,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260339_DISWELLSTONE,https://drive.google.com/uc?id=1PEp6qESAIBzKDzAh0ktKCNWxk07gnJGl,,,
369,CASTLEKNOCK,260360,DUNSINK,61,58,18,1,47,43,14,0,25,35,11,0,30,25,10,1,33,31,12,0,40,41,12,5,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260360,DUNSINK,C_10_B_02_P_01_260360,170.361,53.38734,-6.3422,260360,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260360_DUNSINK,https://drive.google.com/uc?id=1Qhi78Xo2788tPqSBbtyos0VE_3AMs_UJ,,,
370,CASTLEKNOCK,260479,HUNTSTOWN,21,16,4,0,9,9,4,0,15,14,5,0,10,8,3,0,7,5,2,0,5,4,2,1,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260479,HUNTSTOWN,C_10_B_02_P_01_260479,244.492,53.40769,-6.37449,260479,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260479_HUNTSTOWN,https://drive.google.com/uc?id=1-2RaoNUdVThIqy7s1hAlZlIeM8LIaqwd,,,
372,CASTLEKNOCK,260635,MITCHELSTOWN,20,20,6,0,21,26,8,0,16,19,6,1,15,13,5,2,5,6,2,1,7,5,2,1,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260635,MITCHELSTOWN,C_10_B_02_P_01_260635,62.885,53.41658,-6.34991,260635,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260635_MITCHELSTOWN,https://drive.google.com/uc?id=1Vg5UTI7KZDYZhpXbIgZRx_1SnBf03zIK,,,
373,CASTLEKNOCK,260721,PELLETSTOWN,103,83,37,0,88,37,41,1,96,97,42,0,72,69,29,1,62,53,22,4,33,30,19,3,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260721,PELLETSTOWN,C_10_B_02_P_01_260721,1.322,53.37435,-6.33286,260721,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260721_PELLETSTOWN,https://drive.google.com/uc?id=1KSE9AFwmqhxMx8gHAcsYEa0eCbTp6Cbp,,,
374,CASTLEKNOCK,260730,PORTERSTOWN,69,62,19,1,71,66,27,4,50,51,20,0,38,48,23,1,46,44,19,1,43,34,16,2,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260730,PORTERSTOWN,C_10_B_02_P_01_260730,88.812,53.37786,-6.40271,260730,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260730_PORTERSTOWN,https://drive.google.com/uc?id=1CIAxmFCHOisIIctz3eDnjdQjXbOK50Ku,,,
375,CASTLEKNOCK,260816,SCRIBBLESTOWN,37,28,10,0,37,31,12,1,28,25,9,1,28,26,11,1,33,34,12,0,37,39,12,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260816,SCRIBBLESTOWN,C_10_B_02_P_01_260816,109.944,53.38254,-6.33272,260816,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260816_SCRIBBLESTOWN,https://drive.google.com/uc?id=1i69hxSu4N3MlUEcr4G8Zix_QEkZAZWtE,,,
376,CASTLEKNOCK,260829,SHEEPHILL,6,5,3,0,27,26,7,2,21,18,8,0,17,24,9,0,18,15,10,0,25,33,9,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260829,SHEEPHILL,C_10_B_02_P_01_260829,140.526,53.39359,-6.35598,260829,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260829_SHEEPHILL,https://drive.google.com/uc?id=19AD1HRxpahIIWGgxLS_ZrEJSofZOeN8h,,,
377,CASTLEKNOCK,260838,SNUGBOROUGH,5,1,1,0,3,1,1,0,5,3,1,0,2,1,1,0,1,1,1,0,4,4,1,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,260838,SNUGBOROUGH,C_10_B_02_P_01_260838,21.602,53.40357,-6.3637,260838,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260838_SNUGBOROUGH,https://drive.google.com/uc?id=1b7xZiT-DD39kJhFZV7GKcyiX27JYiWcO,,,
385,CLOGHRAN,260073,BALLYCOOLEN,50,25,11,1,28,26,12,0,26,27,9,0,23,29,8,1,20,27,9,0,32,28,11,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLOGHRAN,C_10_B_02_P_02,260073,BALLYCOOLEN,C_10_B_02_P_02_260073,206.662,53.40683,-6.36194,260073,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_02_260073_BALLYCOOLEN,https://drive.google.com/uc?id=1zoA0Uco1W15nvEFAkOsdqyX5IYJMYX7D,,,
386,CLOGHRAN,260228,CLOGHRAN,4,4,1,1,8,9,2,0,11,10,3,0,12,6,4,0,10,6,3,0,13,10,3,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLOGHRAN,C_10_B_02_P_02,260228,CLOGHRAN,C_10_B_02_P_02_260228,244.382,53.43164,-6.22084,260228,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_02_260228_CLOGHRAN,https://drive.google.com/uc?id=1Hz9Ao-fcwtdPQUiANR-D4OXbC7mRsOaX,,,
389,CLONSILLA,260018,ASTAGOB,38,54,18,1,24,32,15,1,48,49,20,0,46,43,20,2,42,57,17,0,51,54,18,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260018,ASTAGOB,C_10_B_02_P_03_260018,66.051,53.36783,-6.40465,260018,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260018_ASTAGOB,https://drive.google.com/uc?id=1cEltGaGjtnG3DUxYv4gM-GTSE3uEpBjU,,,
390,CLONSILLA,260119,BARBERSTOWN,14,11,5,0,23,21,7,0,14,17,5,0,20,20,6,1,24,13,7,0,22,24,9,1,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260119,BARBERSTOWN,C_10_B_02_P_03_260119,67.365,53.38584,-6.43884,260119,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260119_BARBERSTOWN,https://drive.google.com/uc?id=1BeigPaK3sFjFMZ4OHROi3yZ7eZhqyhms,,,
391,CLONSILLA,260124,BARNHILL,22,19,7,0,17,9,4,1,18,17,6,0,19,17,6,0,17,12,5,0,11,7,4,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260124,BARNHILL,C_10_B_02_P_03_260124,76.828,53.38736,-6.44966,260124,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260124_BARNHILL,https://drive.google.com/uc?id=1ytAZN0GQJmD1nKxNYn_DNUtwDKZage3Y,,,
392,CLONSILLA,260150,BLAKESTOWN,1,4,1,0,11,16,5,0,38,28,13,1,10,11,5,1,25,21,7,0,27,17,12,1,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260150,BLAKESTOWN,C_10_B_02_P_03_260150,42.426,53.39762,-6.40732,260150,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260150_BLAKESTOWN,https://drive.google.com/uc?id=1ikfPqLom6stORMCQRyj8atw5iOcWbKcp,,,
393,CLONSILLA,260177,BROOMFIELD,11,14,3,1,4,6,1,1,3,9,2,0,15,12,3,0,16,21,6,1,10,17,6,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260177,BROOMFIELD,C_10_B_02_P_03_260177,9.875,53.36673,-6.4235,260177,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260177_BROOMFIELD,https://drive.google.com/uc?id=1ZPTon0X55i-pL-ZTnQAZKPDgMgldXp2H,,,
394,CLONSILLA,260210,CASTAHEANY,20,12,4,0,10,7,3,1,15,20,5,0,8,7,4,1,3,5,2,0,14,13,3,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260210,CASTAHEANY,C_10_B_02_P_03_260210,122.638,53.3992,-6.42966,260210,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260210_CASTAHEANY,https://drive.google.com/uc?id=1kWri8ebEmT0ape_xPQKspR9MwYRut8qJ,,,
395,CLONSILLA,260240,CLONSILLA,82,78,27,1,73,82,25,0,74,77,24,2,46,52,25,3,61,64,22,0,73,74,25,1,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260240,CLONSILLA,C_10_B_02_P_03_260240,155.263,53.38611,-6.4228,260240,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260240_CLONSILLA,https://drive.google.com/uc?id=1_3umV1Qod8fkyCnuDlKvfzqhYeK4dObM,,,
396,CLONSILLA,260280,COOLMINE,136,149,46,0,117,113,42,3,100,92,31,0,108,113,40,0,85,101,40,1,94,100,38,1,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260280,COOLMINE,C_10_B_02_P_03_260280,243.866,53.39195,-6.39778,260280,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260280_COOLMINE,https://drive.google.com/uc?id=1hrvpMJt3IqN2qJ9ArMNi9mn_W1ArSsCW,,,
397,CLONSILLA,260453,HANSFIELD_OR_PHIBBLESTOWN,16,21,7,0,14,21,6,0,13,14,4,0,16,11,4,0,8,15,3,0,10,13,4,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260453,HANSFIELD_OR_PHIBBLESTOWN,C_10_B_02_P_03_260453,90.723,53.39334,-6.43843,260453,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260453_HANSFIELD_OR_PHIBBLESTOWN,https://drive.google.com/uc?id=11fkzv88QJdCYMJelss0uIR6QrC-LqETk,,,
398,CLONSILLA,260456,HARTSTOWN,9,9,3,0,7,4,2,1,5,3,2,0,8,4,3,0,7,2,1,1,7,8,2,1,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260456,HARTSTOWN,C_10_B_02_P_03_260456,73.971,53.39308,-6.41741,260456,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260456_HARTSTOWN,https://drive.google.com/uc?id=1iNAjQtYIdw1o7-24_-WZtiut1oxFM2lt,,,
399,CLONSILLA,260512,KELLYSTOWN,49,50,15,2,52,60,16,1,48,47,19,0,28,22,12,1,39,39,16,0,50,42,17,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260512,KELLYSTOWN,C_10_B_02_P_03_260512,70.423,53.37918,-6.41405,260512,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260512_KELLYSTOWN,https://drive.google.com/uc?id=14TFpmDxva4Fl9RIzDlvOazJKCzQk1f_f,,,
400,CLONSILLA,260830,SHEEPMOOR,33,29,11,0,53,40,16,1,39,42,14,1,32,27,10,0,17,22,8,0,16,29,8,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260830,SHEEPMOOR,C_10_B_02_P_03_260830,68.346,53.38131,-6.39038,260830,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260830_SHEEPMOOR,https://drive.google.com/uc?id=13jYobx4Qv7rHwilJv1pl05aSEWIEyAeq,,,
401,CLONSILLA,260938,WOODLANDS,32,31,11,0,26,29,12,0,38,33,14,1,37,36,15,0,28,25,12,0,30,22,11,0,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CLONSILLA,C_10_B_02_P_03,260938,WOODLANDS,C_10_B_02_P_03_260938,231.363,53.37367,-6.42578,260938,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_03_260938_WOODLANDS,https://drive.google.com/uc?id=1jTFxTlhAk-SZpc7taA5dfleJHTV7vE33,,,
406,FINGLAS,260114,BALSESKIN,4,4,1,1,7,6,2,0,8,11,3,0,4,1,1,0,1,1,1,0,6,7,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,FINGLAS,C_10_B_04_P_06,260114,BALSESKIN,C_10_B_04_P_06_260114,49.826,53.40788,-6.31042,260114,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_06_260114_BALSESKIN,https://drive.google.com/uc?id=1Qm4Q3SAOLzW6GvxhDBBF0Rn5HuYZ1gRu,,,
407,FINGLAS,260144,BISHOPSWOOD,2,1,1,0,5,7,2,0,3,2,1,0,5,3,2,0,4,1,1,0,0,0,0,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,FINGLAS,C_10_B_04_P_06,260144,BISHOPSWOOD,C_10_B_04_P_06_260144,28.129,53.43958,-6.33139,260144,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_06_260144_BISHOPSWOOD,https://drive.google.com/uc?id=1_EJLKhgwtlGbL2KWfhW0OvB1XR7d2RaV,,,
408,FINGLAS,260173,BROGHAN,135,111,37,0,109,94,34,2,103,88,31,3,80,72,31,0,72,55,24,1,55,45,21,3,DUBLIN,C_10,NETHERCROSS,C_10_B_04,FINGLAS,C_10_B_04_P_06,260173,BROGHAN,C_10_B_04_P_06_260173,136.546,53.43448,-6.32845,260173,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_06_260173_BROGHAN,https://drive.google.com/uc?id=1gooNeZmORESxMeZWSP6OpdwwYFdii1La,,,
