SR,CODE,TOWNLAND,COUNTY,COUNTY_ID,BARONY,BARONY_ID,PARISH,PARISH_ID,1841_MALE,1841_FEMALE,1841_TOTAL_POPULATIONS,1841_INHABITED,1841_UNINHABITED,1841_TOTAL_HOUSES,1851_MALE,1851_FEMALE,1851_TOTAL_POPULATIONS,1851_INHABITED,1851_UNINHABITED,1851_TOTAL_HOUSES,1861_MALE,1861_FEMALE,1861_TOTAL_POPULATIONS,1861_INHABITED,1861_UNINHABITED,1861_TOTAL_HOUSES,1871_MALE,1871_FEMALE,1871_TOTAL_POPULATIONS,1871_INHABITED,1871_UNINHABITED,1871_TOTAL_HOUSES,1881_MALE,1881_FEMALE,1881_TOTAL_POPULATIONS,1881_INHABITED,1881_UNINHABITED,1881_TOTAL_HOUSES,1891_MALE,1891_FEMALE,1891_TOTAL_POPULATIONS,1891_INHABITED,1891_UNINHABITED,1891_TOTAL_HOUSES,MODERN_NAME,TOWNLAND_ID,OS_HECTARES,CENTRE_LAT,CENTRE_LNG,VRTI,Google_Drive_Link,Histogram_of_Male_and_Female,Male_to_Female_Ratio,Population_changes
304,260883,TOBERGREGAN,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,103,90,193,34,0,34,77,74,151,26,2,28,61,52,113,25,0,25,43,42,85,21,0,21,33,32,65,18,0,18,36,35,71,16,0,16,TOBERGREGAN,C_10_B_01_P_09_260883,253.382,53.5512,-6.38682,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260883_TOBERGREGAN,https://drive.google.com/uc?id=1Sh-WKx_4X4Wd5pkaXn9caUZLFBy0kbyi,,,
308,260436,GRALLAGH,DUBLIN,C_10,BALROTHERY,C_10_B_01,GRALLAGH,C_10_B_01_P_10,74,75,149,27,1,28,57,57,114,24,2,26,49,56,105,22,0,22,35,50,85,17,1,18,32,33,65,17,0,17,35,29,64,15,0,15,GRALLAGH,C_10_B_01_P_10_260436,320.44,53.55447,-6.32547,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_10_260436_GRALLAGH,https://drive.google.com/uc?id=1OKV7NogripTNNIDT_yn_19gPmRkjPfCE,,,
309,260110,BALRICKARD,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,23,18,41,4,0,4,15,17,32,4,0,4,14,17,31,4,0,4,15,15,30,4,0,4,10,8,18,4,0,4,12,13,25,4,0,4,BALRICKARD,C_10_B_01_P_11_260110,84.848,53.57374,-6.22563,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260110_BALRICKARD,https://drive.google.com/uc?id=17tuNvD1TkL7Q9OkrcOOADK7tKT4OZJpc,,,
311,260137,BELGEE,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,40,40,80,14,2,16,24,24,48,8,1,9,22,21,43,8,1,9,13,14,27,6,1,7,19,14,33,6,0,6,20,20,40,7,1,8,BELGEE,C_10_B_01_P_11_260137,52.968,53.57265,-6.23757,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260137_BELGEE,https://drive.google.com/uc?id=15WhILn0KNGz581oO4FqdjZDswJ8Yo0B1,,,
312,260182,BROWNSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,9,10,19,3,0,3,14,13,27,4,0,4,10,8,18,3,0,3,5,6,11,2,0,2,2,6,8,2,0,2,2,4,6,1,1,2,BROWNSTOWN,C_10_B_01_P_11_260182,75.857,53.54426,-6.2855,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260182_BROWNSTOWN,https://drive.google.com/uc?id=1Ja-8hgK1NgjKHYdiFcHwcxmilg_AUIUJ,,,
313,260320,CURRAGH_EAST,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,18,21,39,7,1,8,13,11,24,3,1,4,5,9,14,2,0,2,4,8,12,2,0,2,4,2,6,1,0,1,4,4,8,1,0,1,CURRAGH_EAST,C_10_B_01_P_11_260320,45.123,53.58212,-6.24373,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260320_CURRAGH_EAST,https://drive.google.com/uc?id=1BQ5tLhMlONDOKX-UW3fsyrpwQlwoIG5z,,,
314,260321,CURRAGH_WEST,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,28,23,51,9,0,9,20,21,41,7,1,8,10,9,19,5,0,5,16,9,25,4,1,5,11,6,17,4,0,4,11,7,18,3,1,4,CURRAGH_WEST,C_10_B_01_P_11_260321,157.898,53.5707,-6.31379,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260321_CURRAGH_WEST,https://drive.google.com/uc?id=1Nxsj5il80nyyCxqCNR4aokjbkhSks3Ml,,,
315,260325,DAMASTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,78,53,131,17,1,18,74,54,128,18,1,19,49,32,81,15,2,17,51,35,86,15,0,15,48,36,84,14,0,14,35,33,68,13,1,14,DAMASTOWN,C_10_B_01_P_11_260325,374.452,53.55488,-6.28545,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260325_DAMASTOWN,https://drive.google.com/uc?id=1VVut6TjeimImgikIbQebY0QX2KKu-njJ,,,
316,260470,HOLLYWOOD_GREAT,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,28,21,49,6,0,6,22,21,43,7,0,7,16,12,28,6,0,6,7,13,20,4,2,6,8,8,16,2,0,2,4,9,13,2,0,2,HOLLYWOOD_GREAT,C_10_B_01_P_11_260470,140.056,53.55839,-6.25994,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260470_HOLLYWOOD_GREAT,https://drive.google.com/uc?id=1iWfvqUB_3_n2AbeDECchLrJiVEMCl44t,,,
317,260471,HOLLYWOOD_LITTLE,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,14,18,32,6,0,6,13,10,23,3,0,3,11,8,19,2,0,2,7,6,13,2,0,2,10,10,20,3,0,3,7,8,15,2,1,3,HOLLYWOOD_LITTLE,C_10_B_01_P_11_260471,82.299,53.54961,-6.26718,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260471_HOLLYWOOD_LITTLE,https://drive.google.com/uc?id=13yx39YPQICtfA3YNz-7lENFvRgmB_8pt,,,
318,260562,KINOUD,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,4,10,14,2,0,2,1,3,4,1,0,1,2,2,4,1,0,1,5,3,8,1,0,1,5,3,8,1,0,1,5,4,9,1,0,1,KINOUD,C_10_B_01_P_11_260562,84.231,53.54771,-6.25633,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260562_KINOUD,https://drive.google.com/uc?id=1kJxXQ3MgTn3omMmnkrfzMi0MiBNcG3Ln,,,
319,260565,KITCHENSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,34,28,62,7,0,7,29,24,53,7,0,7,31,23,54,7,0,7,23,17,40,7,0,7,21,17,38,7,0,7,19,12,31,7,0,7,KITCHENSTOWN,C_10_B_01_P_11_260565,79.375,53.57897,-6.25589,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260565_KITCHENSTOWN,https://drive.google.com/uc?id=183pkC30P9h_qmP4ef6UZGgvxfYFIo1Gi,,,
320,260569,KNOCKBRACK,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,63,58,121,24,0,24,53,52,105,19,2,21,32,27,59,10,2,12,28,24,52,12,1,13,21,17,38,9,0,9,26,17,43,8,1,9,KNOCKBRACK,C_10_B_01_P_11_260569,123.04,53.57402,-6.24728,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260569_KNOCKBRACK,https://drive.google.com/uc?id=1brmr4w1KH3xxLlN4X3uMbj8wf6slMou7,,,
321,260617,MALLAHOW,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,79,83,162,24,0,24,56,48,104,17,3,20,40,36,76,15,1,16,23,28,51,10,1,11,22,27,49,7,0,7,11,27,38,6,1,7,MALLAHOW,C_10_B_01_P_11_260617,243.329,53.55863,-6.30552,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260617_MALLAHOW,https://drive.google.com/uc?id=1QZc_ozvG7EYHQXOyWRybs27-1nYTDjkK,,,
322,260777,RING_COMMONS_(1ST_DIVISION),DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,17,12,29,7,0,7,20,15,35,7,1,8,11,8,19,4,0,4,9,6,15,3,0,3,6,4,10,2,1,3,2,2,4,1,1,2,RING_COMMONS_(1ST_DIVISION),C_10_B_01_P_11_260777,11.552,53.58211,-6.23636,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260777_RING_COMMONS_(1ST_DIVISION),https://drive.google.com/uc?id=1qvUdGqRJlLLTumhC-AGTfyKYV_81wm-U,,,
323,260778,RING_COMMONS_(2ND_DIVISION),DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,44,50,94,18,0,18,48,53,101,20,0,20,38,43,81,16,0,16,33,37,70,12,0,12,24,22,46,11,0,11,10,11,21,9,1,10,RING_COMMONS_(2ND_DIVISION),C_10_B_01_P_11_260778,3.402,53.57931,-6.2301,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260778_RING_COMMONS_(2ND_DIVISION),https://drive.google.com/uc?id=1cgVxd8cToqOF5wfk4kkvgMypT6cLHceu,,,
325,260193,CABINHILL,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,58,76,134,24,0,24,35,40,75,15,0,15,27,22,49,13,1,14,20,15,35,11,0,11,23,24,47,9,0,9,21,24,45,10,0,10,CABINHILL,C_10_B_01_P_15_260193,32.974,53.57348,-6.28781,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260193_CABINHILL,https://drive.google.com/uc?id=11Z9be4abYklFEBu0KxDbabbTbU2CzUh-,,,
326,260279,COOLFORES,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,26,18,44,7,0,7,15,18,33,5,1,6,7,11,18,5,1,6,15,14,29,5,0,5,10,4,14,2,0,2,2,2,4,2,0,2,COOLFORES,C_10_B_01_P_15_260279,47.7,53.60249,-6.26586,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260279_COOLFORES,https://drive.google.com/uc?id=1oi5oC_8ZOWT-MO-D_TjNvmWb3BFhRq7n,,,
327,260343,DOOLAGH,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,11,4,15,1,0,1,6,5,11,1,0,1,4,1,5,1,0,1,6,3,9,1,0,1,7,6,13,1,0,1,3,1,4,1,0,1,DOOLAGH,C_10_B_01_P_15_260343,26.726,53.60943,-6.26845,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260343_DOOLAGH,https://drive.google.com/uc?id=1pVX7GrJAw2GIzmTd_54Rgfspn6qX5QK7,,,
328,260373,FLACKETSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,19,13,32,5,0,5,12,8,20,5,0,5,8,10,18,4,1,5,7,10,17,4,0,4,5,8,13,3,0,3,6,3,9,3,0,3,FLACKETSTOWN,C_10_B_01_P_15_260373,45.17,53.56867,-6.29615,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260373_FLACKETSTOWN,https://drive.google.com/uc?id=1ctmJQSYByYfujMDTX80Fqw016iImrUZa,,,
329,260382,FORTYACRES,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,8,4,12,1,0,1,3,3,6,1,0,1,3,3,6,1,0,1,3,2,5,1,0,1,3,1,4,1,0,1,4,4,8,1,0,1,FORTYACRES,C_10_B_01_P_15_260382,24.636,53.60541,-6.26372,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260382_FORTYACRES,https://drive.google.com/uc?id=1dn_ecsLVlnifJ-5-tMTb5b4CPyAodzu4,,,
330,260459,HAZARDSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,4,6,10,1,0,1,8,5,13,2,0,2,5,0,5,1,0,1,0,0,0,0,1,1,0,0,0,16,0,16,2,2,4,1,0,1,HAZARDSTOWN,C_10_B_01_P_15_260459,63.835,53.59129,-6.26257,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260459_HAZARDSTOWN,https://drive.google.com/uc?id=1iWkkuZpR0Hnkld-kPld4cVNrhSaEjn6y,,,
331,260485,HYNESTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,51,59,110,19,0,19,56,46,102,18,0,18,50,55,105,17,3,20,41,47,88,15,1,16,50,44,94,3,0,3,50,45,95,16,0,16,HYNESTOWN,C_10_B_01_P_15_260485,111.399,53.58121,-6.27621,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260485_HYNESTOWN,https://drive.google.com/uc?id=1YYVX8NgJt8EzxNYfWMR_tKxv8JZKuxCh,,,
332,260585,LECKLINSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,23,8,31,4,0,4,14,7,21,3,0,3,11,8,19,3,0,3,11,6,17,3,0,3,4,6,10,2,0,2,9,7,16,3,0,3,LECKLINSTOWN,C_10_B_01_P_15_260585,87.112,53.57848,-6.26728,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260585_LECKLINSTOWN,https://drive.google.com/uc?id=1ZjPH5TLQVl1ENVFcOjiLdOzvhqLACO8F,,,
333,260596,LOUGHMAIN,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,6,7,13,3,0,3,1,2,3,1,1,2,1,4,5,2,0,2,5,10,15,2,0,2,5,3,8,0,0,0,2,2,4,1,0,1,LOUGHMAIN,C_10_B_01_P_15_260596,48.873,53.56877,-6.28357,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260596_LOUGHMAIN,https://drive.google.com/uc?id=1KdSux7oUBAkl-XJWF0_Jpmhi7-D7ZSdt,,,
334,260665,NAUL,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,7,13,20,4,0,4,15,13,28,5,2,7,20,19,39,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,22,11,33,6,1,7,NAUL,C_10_B_01_P_15_260665,118.878,53.58864,-6.28002,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260665_NAUL,https://drive.google.com/uc?id=15pVW03mukzLQ_wf7ymJGPsKVWfxR1fHT,,,
335,260754,RATH_GREAT,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,12,10,22,4,0,4,16,26,42,7,0,7,17,24,41,7,0,7,8,16,24,5,1,6,8,10,18,4,0,4,14,8,22,4,0,4,RATH_GREAT,C_10_B_01_P_15_260754,78.485,53.56687,-6.27038,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260754_RATH_GREAT,https://drive.google.com/uc?id=1SK6g8dlmGXt2aAfdr_Wsfcf3u_0-E3dT,,,
336,260755,RATH_LITTLE,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,16,9,25,4,0,4,13,9,22,4,0,4,3,2,5,1,2,3,3,2,5,1,0,1,3,5,8,1,0,1,2,8,10,1,0,1,RATH_LITTLE,C_10_B_01_P_15_260755,56.784,53.57254,-6.27225,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260755_RATH_LITTLE,https://drive.google.com/uc?id=1WAx_gdnpDs6WW3M19Tgf3vmYoIpOOP_T,,,
337,260773,REYNOLDSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,11,13,24,4,0,4,8,17,25,4,0,4,8,10,18,2,2,4,6,6,12,2,1,3,4,5,9,2,1,3,1,4,5,1,2,3,REYNOLDSTOWN,C_10_B_01_P_15_260773,51.571,53.59614,-6.2681,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260773_REYNOLDSTOWN,https://drive.google.com/uc?id=1D0WxL7EfHALrvQMzSdlv6TRqEzOacxf1,,,
338,260917,WESTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,22,23,45,7,1,8,23,18,41,7,0,7,21,12,33,6,5,11,15,14,29,8,1,9,26,23,49,10,0,10,16,20,36,6,3,9,WESTOWN,C_10_B_01_P_15_260917,246.502,53.5798,-6.29937,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260917_WESTOWN,https://drive.google.com/uc?id=1UACbpJ29vFGcZKEi970oMnpJk3sAMYPs,,,
339,260934,WINNINGS,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WINNINGS,C_10_B_01_P_15_260934,24.213,53.59789,-6.25931,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260934_WINNINGS,https://drive.google.com/uc?id=1KGSc4nOmza3DLMj4JniwQIGXMyHy1Y4p,,,
342,260305,COTTRELSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,PALMERSTOWN,C_10_B_01_P_17,12,9,21,4,0,4,10,8,18,4,1,5,16,9,25,5,0,5,19,13,32,4,0,4,17,13,30,4,0,4,9,11,20,3,1,4,COTTRELSTOWN,C_10_B_01_P_17_260305,93.658,53.53914,-6.33514,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_17_260305_COTTRELSTOWN,https://drive.google.com/uc?id=1J7moDB6FSw1ODNcB42YItAn5Bc4yApSm,,,
343,260376,FOLLY,DUBLIN,C_10,BALROTHERY,C_10_B_01,PALMERSTOWN,C_10_B_01_P_17,8,3,11,2,0,2,11,8,19,2,0,2,5,12,17,2,0,2,5,10,15,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,FOLLY,C_10_B_01_P_17_260376,92.394,53.52493,-6.35986,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_17_260376_FOLLY,https://drive.google.com/uc?id=17qgdpf9fHGY-8KRPdOlNQgzqhSsz-VYA,,,
344,260935,WOLGANSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,PALMERSTOWN,C_10_B_01_P_17,12,6,18,2,0,2,7,5,12,2,0,2,4,8,12,2,0,2,7,8,15,2,1,3,4,4,8,2,0,2,4,2,6,2,0,2,WOLGANSTOWN,C_10_B_01_P_17_260935,96.968,53.51511,-6.34067,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_17_260935_WOLGANSTOWN,https://drive.google.com/uc?id=1pAigHPHUgTGi3oUKTNFjxhF6gkfgM2Ne,,,
345,260505,JORDANSTOWN_(ED_NEWCASTLE),DUBLIN,C_10,BALROTHERY,C_10_B_01,PALMERSTOWN,C_10_B_01_P_17,18,19,37,4,0,4,9,14,23,3,0,3,6,7,13,2,0,2,31,31,62,17,1,18,2,6,8,1,0,1,4,4,8,1,0,1,JORDANSTOWN_(ED_NEWCASTLE),C_10_B_01_P_17_260505,29.948,53.29924,-6.46617,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_17_260505_JORDANSTOWN_(ED_NEWCASTLE),https://drive.google.com/uc?id=1c7ipC5c25SuvvzWJQiruozI7FWVJijAL,,,
346,260716,PALMERSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,PALMERSTOWN,C_10_B_01_P_17,92,87,179,33,0,33,75,63,138,30,0,30,57,50,107,22,0,22,10,9,19,2,1,3,22,26,48,12,0,12,25,28,53,14,1,15,PALMERSTOWN,C_10_B_01_P_17_260716,225.917,53.51212,-6.3567,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_17_260716_PALMERSTOWN,https://drive.google.com/uc?id=1Kn1dVIlzyTAz0OGdSe_1Ii0P5wAslrZH,,,
347,260924,WHITESTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,PALMERSTOWN,C_10_B_01_P_17,11,8,19,2,0,2,7,11,18,2,0,2,4,9,13,2,0,2,9,9,18,3,0,3,7,5,12,2,0,2,3,3,6,1,0,1,WHITESTOWN,C_10_B_01_P_17_260924,92.919,53.50465,-6.34156,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_17_260924_WHITESTOWN,https://drive.google.com/uc?id=1o1NZhMuR1Q5YaxGjm7jWoOOJYxt2oyEs,,,
349,260122,BARNANSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,WESTPALSTOWN,C_10_B_01_P_21,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,1,0,1,5,4,9,1,0,1,3,4,7,1,0,1,3,4,7,1,0,1,BARNANSTOWN,C_10_B_01_P_21_260122,74.625,53.51574,-6.29795,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_21_260122_BARNANSTOWN,https://drive.google.com/uc?id=1_07oid5kxujoxnH270Fd-N_Rp_FRHiJ3,,,
350,260196,CALLIAGHSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,WESTPALSTOWN,C_10_B_01_P_21,0,0,0,0,0,0,5,3,8,1,0,1,3,1,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CALLIAGHSTOWN,C_10_B_01_P_21_260196,52.143,53.53527,-6.28169,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_21_260196_CALLIAGHSTOWN,https://drive.google.com/uc?id=1tTTMSPICC69KQA-4vziXhN62jIoVVatL,,,
351,260584,LEASTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,WESTPALSTOWN,C_10_B_01_P_21,16,22,38,6,0,6,13,13,26,4,0,4,17,9,26,4,0,4,12,9,21,4,0,4,12,8,20,4,0,4,10,13,23,4,0,4,LEASTOWN,C_10_B_01_P_21_260584,109.523,53.53716,-6.30662,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_21_260584_LEASTOWN,https://drive.google.com/uc?id=1ao_aCD51wsVHUCobrkkddjTTZhmwYwAh,,,
352,260663,MURRAGH,DUBLIN,C_10,BALROTHERY,C_10_B_01,WESTPALSTOWN,C_10_B_01_P_21,16,14,30,5,1,6,22,12,34,4,0,4,10,10,20,3,1,4,5,3,8,3,0,3,11,9,20,4,0,4,3,10,13,3,0,3,MURRAGH,C_10_B_01_P_21_260663,133.206,53.52526,-6.28624,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_21_260663_MURRAGH,https://drive.google.com/uc?id=1sdFhAoRlC6aefPwcyehVOgkvelJkhA71,,,
353,260687,NEWTOWN_(ED_BALLYBOGHIL),DUBLIN,C_10,BALROTHERY,C_10_B_01,WESTPALSTOWN,C_10_B_01_P_21,14,20,34,6,0,6,17,17,34,5,0,5,8,5,13,3,0,3,12,9,21,4,0,4,10,8,18,4,0,4,9,4,13,4,0,4,NEWTOWN_(ED_BALLYBOGHIL),C_10_B_01_P_21_260687,126.522,53.5373,-6.29432,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_21_260687_NEWTOWN_(ED_BALLYBOGHIL),https://drive.google.com/uc?id=1hKk8-MaV_Q7swqCLXjYiFKu9pZy7Tcuw,,,
354,260918,WESTPALSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,WESTPALSTOWN,C_10_B_01_P_21,33,34,67,8,0,8,31,34,65,7,1,8,27,25,52,8,0,8,19,21,40,7,0,7,13,11,24,5,0,5,15,12,27,5,0,5,WESTPALSTOWN,C_10_B_01_P_21_260918,151.159,53.52488,-6.29984,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_21_260918_WESTPALSTOWN,https://drive.google.com/uc?id=1HNZ0P8FzvAHWfgu5O7C0z1SSfTf3aGFp,,,
356,260002,ABBOTSTOWN,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,10,6,16,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABBOTSTOWN,C_10_B_02_P_01_260002,40.966,53.38819,-6.36507,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260002_ABBOTSTOWN,https://drive.google.com/uc?id=1y-QM2gm8ybIUQMs4dDPWHJMk4952x0Nx,,,
357,260010,ANNFIELD,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,4,5,9,1,0,1,5,5,10,1,0,1,2,4,6,1,0,1,4,6,10,1,0,1,3,4,7,1,0,1,3,1,4,1,0,1,ANNFIELD,C_10_B_02_P_01_260010,7.778,53.37417,-6.40615,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260010_ANNFIELD,https://drive.google.com/uc?id=1P95MORZfagOGyDm1s04dmbEmGjtZPt9z,,,
359,260017,ASTAGOB,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,138,154,292,49,5,54,107,121,228,44,6,50,104,112,216,46,2,48,72,75,147,36,7,43,84,80,164,35,0,35,97,97,194,36,3,39,ASTAGOB,C_10_B_02_P_01_260017,36.541,53.36288,-6.39399,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260017_ASTAGOB,https://drive.google.com/uc?id=1cEltGaGjtnG3DUxYv4gM-GTSE3uEpBjU,,,
360,260151,BLANCHARDSTOWN,DUBLIN,C_10,CASTLEKNOCK,C_10_B_02,CASTLEKNOCK,C_10_B_02_P_01,208,194,402,76,5,81,145,161,306,55,3,58,109,107,216,46,4,50,113,112,225,48,2,50,104,113,217,39,0,39,99,94,193,34,2,36,BLANCHARDSTOWN,C_10_B_02_P_01_260151,183.336,53.38354,-6.37674,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_02_P_01_260151_BLANCHARDSTOWN,https://drive.google.com/uc?id=1u0-qki_Zh8zyBjvgr9Srz1188GKMkAu8,,,
